barcode,category,subcategory,name,description,size,price
50028118,Library & Archives,"Bundle, Newspaper","Bundle, Newspaper",VINTAGE NEWSPAPER BUNDLE WITH WOOD BACKING,Height 16     Width 1.5     Depth 12,$18.00/wk
50028119,Library & Archives,"Bundle, Newspaper","Bundle, Newspaper",VINTAGE NEWSPAPER BUNDLE WITH WOOD BACKING,Height 16     Width 1.5     Depth 12,$18.00/wk
50028120,Library & Archives,"Bundle, Newspaper","Bundle, Newspaper",VINTAGE NEWSPAPER BUNDLE WITH WOOD BACKING,Height 16     Width 1.5     Depth 12,$18.00/wk
50027867,Library & Archives,"Bundle, Vintage","Bundle, Vintage","Legal Size Folders. Map, Small Notebook",Height 15     Width 2     Depth 9,$5.00/wk
50038165,Library & Archives,"Bundle, Vintage","Bundle, Vintage","RAILWAY EQUIPMENT CO. PAPERS, YELLOW CHEQUES, TWINE","Height 8""     Width 3.5""     Depth 0.5""",$7.00/wk
119587,Library & Archives,"Stand, Book","Stand, Book","BOOK HOLDER, SMALL SHELF, BLACK TRIM","Height 7.5""     Width 15""     Depth 5.5""",$16.00/wk
50023057,Library & Archives,"Stand, Book","Stand, Book","BOOK / BIBLE STAND, OUTER SIDES CARVED W/INLAID SHAPES & FLOWERS, FOLDING","Height 12""     Width 21""     Depth 8.5""",$26.00/wk
50023480,Library & Archives,"Stand, Book","Stand, Book","TRANSPARENT BOOK DISPLAY,ANGLED COOKBOOK HOLDER W/BOTTOM LIP","Height 8""     Width 15""     Depth 9""",$14.00/wk
50035174,Library & Archives,"Stand, Book","Stand, Book","BOOK / BIBLE STAND, CARVED, FOLDING","Height 8""     Width 13""     Depth 8""",$20.00/wk
50040678,Library & Archives,"Stand, Book","Stand, Book","VINTAGE DESKTOP MANUAL HOLDER, DRESSED W/DIVIDERS & CATALOGS ETC., ANGLED METAL BASE","Height 10""     Width 23""     Depth 10""",$30.00/wk
50040679,Library & Archives,"Stand, Book","Stand, Book","VINTAGE DESKTOP MANUAL HOLDER, FULLY DRESSED W/DIVIDERS & CATALOGS ETC., ANGLED METAL BASE, ""FILE-O-MATIC THE PERPETUAL CATALOG SERVICE""","Height 10""     Width 32""     Depth 12""",$38.00/wk
50054680,Library & Archives,"Stand, Book","Stand, Book","ORNATE, OLD / EASEL STYLE, FAUX PATINA, FOLDING","Height 15.5""     Width 8""     Depth 11""",$13.00/wk
50054959,Library & Archives,"Stand, Book","Stand, Book","ORNATE, OLD STYLE, FOLDING","Height 12""     Width 14""     Depth 14""",$16.00/wk
70002488,Library & Archives,"Stand, Book","Stand, Book","ANTIQUE BOOK STAND, TURNED LEGS, SLANTED TOP","Height 11.5""     Width 14.75""     Depth 9""",$28.00/wk
70002489,Library & Archives,"Stand, Book","Stand, Book","ANTIQUE BOOK STAND, OAK OR SIMILAR","Height 8""     Width 19""     Depth 11""",$28.00/wk
115517,Lighting & Candles,"Candles, Candelabra","Candles, Candelabra","DRAGON W/BALL IN MOUTH, TWO ORNATE HOLDERS","Height 8""     Width 6""     Depth 7""",$22.00/wk
115518,Lighting & Candles,"Candles, Candelabra","Candles, Candelabra","ORNATE DESIGN, SQUARE BASE, TWO HOLDERS, VINTAGE","Height 5""     Width 6.5""     Depth 4""",$14.00/wk
115694,Lighting & Candles,"Candles, Candelabra","Candles, Candelabra","3 HOLDERS,CURVY SIDE ARMS,ROUND BASE","Height 13""     Width 11""     Depth 4""",$16.00/wk
317940,Lighting & Candles,"Candles, Candelabra","Candles, Candelabra","3 HOLDERS,CURVY ARMS,ORNATE BASE RAISED GRAPES","Height 9.5""     Width 13""     Depth 4.5""",$25.00/wk
50004978,Lighting & Candles,"Candles, Candelabra","Candles, Candelabra","3 HOLDERS,TAPERED,ROUND BASE","Height 8.5""     Width 11.5""     Depth 4.5""",$15.00/wk
50020991,Lighting & Candles,"Candles, Candelabra","Candles, Candelabra","ORNATE, 5 HOLDERS, CURVY ARMS, SCALLOPED BASE","Height 17""     Width 8""     Depth 8""",$32.00/wk
50021347,Lighting & Candles,"Candles, Candelabra","Candles, Candelabra","BROWN WOOD STEPPED RECTANGULAR BASE,TWISTED IRON STEMS, 3 ROUND HOLDERS, AGED","Height 18""     Width 15""     Depth 4.5""",$22.00/wk
50021667,Lighting & Candles,"Candles, Candelabra","Candles, Candelabra","ART DECO STYLE, 2 HOLDERS ON POST W/4 RODS, RECTANGULAR BASE","Height 13""     Width 8""     Depth 2.25""",$25.00/wk
50022767,Lighting & Candles,"Candles, Candelabra","Candles, Candelabra","4 HOLDERS, CONNECTED","Height 8""     Width 5""     Depth 5""",$15.00/wk
50022995,Lighting & Candles,"Candles, Candelabra","Candles, Candelabra","3 HOLDERS, CURVED SIDE ARMS, STEPPED OCTAGONAL BASE","Height 12""     Width 11""     Depth 4""",$16.00/wk
50011738,Lighting & Candles,"Candles, Chandelier","Candles, Chandelier","HANGING, CURLED WROUGHT IRON","Height 19""     Width 32""     Depth 32""",$65.00/wk
50023181,Lighting & Candles,"Candles, Chandelier","Candles, Chandelier","CIRCLE CENTRE,6 FLOWER SHAPED","Height 9""     Width 27""     Depth 27""",$50.00/wk
50023182,Lighting & Candles,"Candles, Chandelier","Candles, Chandelier","CIRCLE CENTRE,6 FLOWER SHAPED","Height 9""     Width 27.5""     Depth 27.5""",$50.00/wk
50025589,Lighting & Candles,"Candles, Chandelier","Candles, Chandelier","HANGING, THICK WOOD FRAME","Height 23""     Width 32""     Depth 28""",$65.00/wk
50062253,Lighting & Candles,"Candles, Chandelier","Candles, Chandelier","HANGING, 2 TIERS, ROUND, SCROLL DESIGN, RUSTED","Height 34.5""     Width 43""     Depth 43""",$150.00/wk
70001631,Lighting & Candles,"Candles, Chandelier","Candles, Chandelier","HANGING, APPROX. 4' DIAMETER, CROSSBRACE, SCROLL DESIGN, 12 CANDLE HOLDERS (4.5"" DIAMETER)","Height 22""     Width 49""     Depth 49""",$150.00/wk
70022425,Lighting & Candles,"Candles, Chandelier","Candles, Chandelier","4 HOLDERS, ROUND RING, TOP LOOP HANDLE, AGED","Height 26""     Width 16""     Depth 16""",$40.00/wk
115510,Lighting & Candles,"Candles, Holder","Candles, Holder","CYLINDRICAL, VINTAGE ARTILLERY SHELL","Height 2""     Width 4""     Depth 4""",$13.00/wk
207716,Lighting & Candles,"Candles, Holder","Candles, Holder","HIGH BACK PANEL,1/2 CIRCLE BASE","Height 14""     Width 4.5""     Depth 4""",$13.00/wk
207722,Lighting & Candles,"Candles, Holder","Candles, Holder","HIGH CURVED BACK PANEL, ROUND BASE","Height 7.5""     Width 4.5""     Depth 5""",$10.00/wk
207726,Lighting & Candles,"Candles, Holder","Candles, Holder","HIGH CURVED BACK, ROUND BASE, PARTIAL HANDLE","Height 6""     Width 4""     Depth 4""",$10.00/wk
207727,Lighting & Candles,"Candles, Holder","Candles, Holder","TAPERED W/BOWL TOP, HAMMERED TEXTURE","Height 6""     Width 4""     Depth 4""",$10.00/wk
207731,Lighting & Candles,"Candles, Holder","Candles, Holder","TRIANGULAR W/INDENTED CENTER, PRIMITIVE","Height 4.5""     Width 9""     Depth 8""",$14.00/wk
208617,Lighting & Candles,"Candles, Holder","Candles, Holder","MEDIEVAL,ROUND BACK & BASE W/WAX DRIPPINGS","Height 18""     Width 7""     Depth 4.5""",$20.00/wk
208621,Lighting & Candles,"Candles, Holder","Candles, Holder","MEDIEVAL,ORNATE W/WAX DRIPPINGS","Height 21""     Width 9""     Depth 10.5""",$32.00/wk
50001385,Lighting & Candles,"Candles, Holder","Candles, Holder","ROUND W/GLASS FRONT,AGED, WALLMOUNT","Height 21""     Width 9""     Depth 10.5""",$20.00/wk
50001386,Lighting & Candles,"Candles, Holder","Candles, Holder","MEDIEVAL, RECTANGULAR, SLANTED, 3x2 HOLDERS, AGED, WAX COVERED FROM CANDLE DRIPPINGS","Height 10""     Width 17.5""     Depth 10'",$38.00/wk
115909,Lighting & Candles,"Candles, Lantern","Candles, Lantern","CYLINDRICAL, TAPERED TOP W/CUTOUT SHAPE, HINGED DOOR, AGED VERDI-GRIS LOOK, NO GLASS IN WINDOW","Height 13.5""     Width 5""     Depth 5""",$18.00/wk
115924,Lighting & Candles,"Candles, Lantern","Candles, Lantern","GLASS PANELS, PRIMITIVE, AGED, W/METAL MOUNT","Height 11""     Width 4""     Depth 4""",$24.00/wk
116053,Lighting & Candles,"Candles, Lantern","Candles, Lantern","GREEN GLASS, WAVY TOP, AGED","Height 6.5""     Width 5""     Depth 5""",$12.00/wk
50001390,Lighting & Candles,"Candles, Lantern","Candles, Lantern","POINTED TOP W/CUTOUTS, YELLOW GREEN & BLUE GLASS PANELS","Height 13""     Width 8""     Depth 8""",$20.00/wk
50002181,Lighting & Candles,"Candles, Lantern","Candles, Lantern","CYLINDRICAL, HINGED DOOR, GLASS PANELS, PRIMITIVE","Height 14""     Width 6""     Depth 6""",$30.00/wk
50011785,Lighting & Candles,"Candles, Lantern","Candles, Lantern",CYLINDRICAL W/TOP HANDLE,"Height 15""     Width 6.5""     Depth 6.5""",$15.00/wk
50021532,Lighting & Candles,"Candles, Lantern","Candles, Lantern","POINTED TOP W/LOOP, CYLINDRICAL, PERFORATED HOLES/SHAPES ALL AROUND, SMALL HINGED DOOR, AGED","Height 10""     Width 8""     Depth 8""",$13.00/wk
50022991,Lighting & Candles,"Candles, Lantern","Candles, Lantern","CYLINDRICAL W/CUTOUT SIDES, RUST SPOTS, SITS CROOKED, OLD STYLE, EMPTY","Height 10""     Width 6""     Depth 6""",$15.00/wk
50023051,Lighting & Candles,"Candles, Lantern","Candles, Lantern","ORNATE CUTOUT SIDES,STEPPED TOP W/ROUND BOTTOM PIECE,1 DOOR, AGED - Not Identical To Photo, This One Is Missing Loop","Height 15""     Width 8""     Depth 8""",$25.00/wk
50023126,Lighting & Candles,"Candles, Lantern","Candles, Lantern","CYLINDRICAL W/TOP LOOP HANDLE, PUNCHED SLITS & DOTS, HINGED DOOR, INCLUDES CANDLE","Height 15""     Width 5""     Depth 5""",$14.00/wk
114386,Lighting & Candles,"Candles, Stick","Candles, Stick","ORNATE,TRIPOD BASE","Height 14""     Width 5""     Depth 5""",$24.00/wk
114389,Lighting & Candles,"Candles, Stick","Candles, Stick","ORNATE, TRIPOD BASE","Height 14""     Width 5""     Depth 5""",$22.00/wk
114390,Lighting & Candles,"Candles, Stick","Candles, Stick","ORNATE, TRIPOD BASE","Height 14""     Width 5""     Depth 5""",$22.00/wk
115513,Lighting & Candles,"Candles, Stick","Candles, Stick","TAPERED,ROUND BASE,GOLD TRIM","Height 8""     Width 4""     Depth 4""",$10.00/wk
115515,Lighting & Candles,"Candles, Stick","Candles, Stick",SQUARE BASE W/CUT CORNERS,"Height 9.5""     Width 3.5""     Depth 3.5""",$12.00/wk
115519,Lighting & Candles,"Candles, Stick","Candles, Stick","COBRA SNAKE BASE,AGED","Height 9.5""     Width 6.5""     Depth 5.5""",$22.00/wk
115520,Lighting & Candles,"Candles, Stick","Candles, Stick","GROOVED BALL POST, ROUND BASE","Height 9.5""     Width 4.5""     Depth 4.5""",$12.00/wk
115521,Lighting & Candles,"Candles, Stick","Candles, Stick","TWISTED POST, ROUND BASE","Height 10.5""     Width 4.5""     Depth 4.5""",$22.00/wk
115528,Lighting & Candles,"Candles, Stick","Candles, Stick",BRANCH W/OFFSHOOTS,"Height 9.5""     Width 6""     Depth 5.5""",$10.00/wk
115529,Lighting & Candles,"Candles, Stick","Candles, Stick",BRANCH W/OFFSHOOTS,"Height 9.5""     Width 6""     Depth 5.5""",$10.00/wk
50056165,Lighting & Candles,"Candles, Tabletop","Candles, Tabletop","EUROPEAN / VENETIAN STYLE, RESTAURANT OR CAFE TABLE CANDLE, TEXTURED HOLDER FOR SINGLE CANDLE OR TEALIGHT","Height 3.5""     Width 3.5""     Depth 3.5""",$8.00/wk
50060544,Lighting & Candles,"Candles, Tabletop","Candles, Tabletop","EUROPEAN / VENETIAN STYLE, RESTAURANT OR CAFE TABLE CANDLE, TEXTURED HOLDER FOR SINGLE CANDLE OR TEALIGHT","Height 3.5""     Width 3""     Depth 3""",$8.00/wk
70022110,Lighting & Candles,"Candles, Tabletop","Candles, Tabletop","6.5"" CHURCH DEVOTIONAL / PRAYER CANDLE","Height 6.5""     Width 2.75""     Depth 2.75""",$8.00/wk
50010466,Lighting & Candles,"Lighting, Chandelier","Lighting, Chandelier","WAGON WHEEL RIGGED TO HANG & LIGHT UP,RUSTIC","Height 42""     Width 42""     Depth 9""",$100.00/wk
50015829,Lighting & Candles,"Lighting, Chandelier","Lighting, Chandelier","CUT GLASS CHANDELIER, DECORATIVE, NON-FUNCTIONING - Condition May Not Be Identical To Photo",,$550.00/wk
50025212,Lighting & Candles,"Lighting, Chandelier","Lighting, Chandelier","RUSTIC ANTLER RACK CHANDELIER, WIRED W/6 LIGHT HOLDERS & CHAIN FOR HANGING, APPROX 3FT WIDE","Height 13""     Width 36""     Depth 26""",$225.00/wk
50056009,Lighting & Candles,"Lighting, Chandelier","Lighting, Chandelier","VINTAGE TRI-LIGHT HANGING FIXTURE W/CRYSTALS & BRASS RING, CUSTOM EMBELLISHED W/GLASS EYEBALLS FOR TAXIDERMY, DANGLING TRIM OF VINTAGE KEYCHAINS OF BUGS/INSECTS IN RESIN, SPOOKY",,$50.00/wk
50057255,Lighting & Candles,"Lighting, Chandelier","Lighting, Chandelier","RUSTIC ANTLER RACK CHANDELIER, WIRED W/6 LIGHT HOLDERS & CHAIN FOR HANGING, APPROX 3FT WIDE, Not Identical To Photo","Height 12""     Width 39""     Depth 33""",$225.00/wk
50065990,Lighting & Candles,"Lighting, Chandelier","Lighting, Chandelier","CANDLE STYLE W/CURVED RODS, ROUND HOLDERS, ANTIQUE FINISH / AGED LOOK, WIRED","Height 19.5""     Width 29.5""     Depth 29.5""",$60.00/wk
70001203,Lighting & Candles,"Lighting, Chandelier","Lighting, Chandelier","APPROX. 48"" DROP, 42"" DIAMETER, CUT GLASS OR CRYSTAL","Width 42""",$300.00/wk
70002253,Lighting & Candles,"Lighting, Chandelier","Lighting, Chandelier","APPROX. 20.5"" DROP, ROUND, RECTANGULAR CRYSTAL OR GLASS PIECES, 4 TIERS, MISSING SOME PIECES","Height 21""     Width 23.5""     Depth 23.5""",$180.00/wk
70010245,Lighting & Candles,"Lighting, Chandelier","Lighting, Chandelier","APPROX. 5' TALL, MOORISH, MOROCCAN, ALHAMBRA / QUATREFOIL MOTIF, PIERCED, POINTED ENDS, HANGING PENDANT - Actual Size And Condition May Vary, Working Condition Not Guaranteed, Productions Are Welcome To Take Out On Spec For Wiring/Testing Etc.","Height 59""     Width 27""     Depth 27""",$275.00/wk
70010457,Lighting & Candles,"Lighting, Chandelier","Lighting, Chandelier","3 TIERS OF ANTLERS, RUSTIC, CABIN, FARMHOUSE, RANCH, TROPHY - Actual Size And Condition May Vary, Working Condition Not Guaranteed, Productions Are Welcome To Take Out On Spec For Testing/Wiring, Etc.","Height 28""     Width 38""     Depth 38""",$240.00/wk
207780,Lighting & Candles,"Lighting, Emergency Lights","Lighting, Emergency Lights","VINTAGE W/TIMER DIAL, SIDE HANDLES, STENCILED YELLOW TEXT, AGED","Height 19""     Width 15""     Depth 8""",$40.00/wk
207781,Lighting & Candles,"Lighting, Emergency Lights","Lighting, Emergency Lights","VINTAGE, ""WATCHMASTER"", SIDE HANDLES","Height 18.5""     Width 15""     Depth 8""",$40.00/wk
207788,Lighting & Candles,"Lighting, Emergency Lights","Lighting, Emergency Lights","""READY-LITE"", WALLMOUNT","Height 9.5""     Width 12""     Depth 3""",$34.00/wk
208227,Lighting & Candles,"Lighting, Emergency Lights","Lighting, Emergency Lights","""READY-LITE"", WALLMOUNT, AGED","Height 9.5""     Width 12""     Depth 3""",$34.00/wk
50022394,Lighting & Candles,"Lighting, Emergency Lights","Lighting, Emergency Lights","CONSTRUCTION / TRAFFIC BARRICADE, FLASHING EMERGENCY LIGHT, ORANGE REFLECTOR & YELLOW BASE - Not Guaranteed To Light Up Or Flash","Height 12""     Width 6.5""     Depth 3.5""",$20.00/wk
50023546,Lighting & Candles,"Lighting, Emergency Lights","Lighting, Emergency Lights","2 FLOODLIGHTS W/MOTION SENSOR BOX, WALLMOUNT, LIGHTS 8"" DEEP FROM BASE, ROUND 4.5"" BASE",,$22.00/wk
50026493,Lighting & Candles,"Lighting, Emergency Lights","Lighting, Emergency Lights","ROUND TOP LIGHTS, RED ""EXIT"", WALLMOUNT","Height 15""     Width 13""     Depth 4.5""",$34.00/wk
50026495,Lighting & Candles,"Lighting, Emergency Lights","Lighting, Emergency Lights","2 UPPER LIGHTS, WALLMOUNT","Height 9""     Width 11""     Depth 4""",$34.00/wk
50032454,Lighting & Candles,"Lighting, Emergency Lights","Lighting, Emergency Lights","2 RED CURVED LIGHTS ON FRONT, WALLMOUNT, CORD CUT","Height 5.5""     Width 15""     Depth 5""",$20.00/wk
50066921,Lighting & Candles,"Lighting, Emergency Lights","Lighting, Emergency Lights","ROTATING / FLASHING / WARNING, BEACON STYLE, MAGNET / AUTO MOUNT W/COIL CORD","Height 5.5""     Width 7""     Depth 5""",$15.00/wk
50002163,Lighting & Candles,"Lighting, Floor Lamp","Lighting, Floor Lamp","INDUSTRIAL, 44"" STAND, 42"" SWING ARM, 14"" BASE W/CORD, SHADE DENTED (ATTACHED)","Height 44""     Width 14""     Depth 42""",$145.00/wk
50002261,Lighting & Candles,"Lighting, Floor Lamp","Lighting, Floor Lamp","BRIDGE LAMP, ROUND FOOTED BASE, FLUTED ORNATE POLE - Shade Not Included","Height 57""     Width 11""     Depth 11""",$65.00/wk
50011240,Lighting & Candles,"Lighting, Floor Lamp","Lighting, Floor Lamp","TAPERED CYLINDER W/BALL TOP, SQUARE FOOTED BASE, REFLECTIVE FINISH, INCLUDES 26x16x16"" FLARED WHITE SHADE W/BLACK TRIM - Shade Is Included & Specific To Lamp, Shade Condition Poor",,$100.00/wk
50012029,Lighting & Candles,"Lighting, Floor Lamp","Lighting, Floor Lamp","LUXO GREAT / OVERSIZED DESK LAMP, 24"" ROUND BASE, SPRING LOADED ARMS (45"" EA) & 20"" DIAMETER LIGHT",,$425.00/wk
50018841,Lighting & Candles,"Lighting, Floor Lamp","Lighting, Floor Lamp","VINTAGE, RETRO STYLE BRASS POST W/BLACK STARBURST RODS, ROUND 10x10"" BASE - Shade Not Included","Height 59""     Width 10""     Depth 10""",$78.00/wk
50020698,Lighting & Candles,"Lighting, Floor Lamp","Lighting, Floor Lamp",CUBE LIGHT (CAN ALSO BE SEAT/SIDE TABLE/DISPLAY),"Height 17.5""     Width 16""     Depth 16""",$55.00/wk
50021722,Lighting & Candles,"Lighting, Floor Lamp","Lighting, Floor Lamp","SALVAGED / HOMEMADE INDUSTRIAL GREEN FUNNEL SHADE (ATTACHED) W/CHAIN PULL, 24"" S-SHAPED ARM, ORNATE 12"" ROUND SIDE TABLE, BRASS POLE W/DIVOTS & 9"" FOOTED BASE","Height 48""     Width 12""     Depth 12""",$78.00/wk
50026910,Lighting & Candles,"Lighting, Floor Lamp","Lighting, Floor Lamp","VINTAGE, TEAK (OR SIMILAR) WOOD POST TAPERS TO COPPER ENDS, ROUND 11x11"" WOOD BASE - Shade Not Included","Height 48""     Width 11""     Depth 11""",$70.00/wk
50028423,Lighting & Candles,"Lighting, Floor Lamp","Lighting, Floor Lamp","VINTAGE, BRASS & WOOD POLE, ROUND BRASS BASE - Shade Not Included","Height 52""     Width 10""     Depth 10""",$70.00/wk
50032115,Lighting & Candles,"Lighting, Floor Lamp","Lighting, Floor Lamp","MIDCENTURY MODERN, VINTAGE, TEAK, 3 LEGS, CYLINDRICAL W/BURLAP SHADE (ATTACHED), ROUND BASE ADDED","Height 45""     Width 9""     Depth 9""",$80.00/wk
114332,Lighting & Candles,"Lighting, Hanging","Lighting, Hanging","PLEATED SHADE W/LONG CHAIN & ELECTRICAL CORD - Just Shade, Single Unit","Height 13.5""     Width 16.5""     Depth 16.5""",$30.00/wk
116235,Lighting & Candles,"Lighting, Hanging","Lighting, Hanging","VINTAGE, LUCITE, ROUND, SPAGHETTI STRING OR SWAG LAMP, BLUE / GREEN, W/CHAIN","Height 12""     Width 10.5""     Depth 10.5""",$55.00/wk
116255,Lighting & Candles,"Lighting, Hanging","Lighting, Hanging","VINTAGE, INTERIOR, CEILING, GLOBE, ""EXIT"" IN SILVER, AGED BASE","Height 7""     Width 6""     Depth 6""",$40.00/wk
50021773,Lighting & Candles,"Lighting, Hanging","Lighting, Hanging","PENDANT, BUMLING BY ATELJE LYKTAN, LACQUERED INTERIOR","Height 9""     Width 16""     Depth 16""",$80.00/wk
50025098,Lighting & Candles,"Lighting, Hanging","Lighting, Hanging","SCHOOLHOUSE PENDANT LAMP W/GOLD STRIPE, BRUSHED CEILING MOUNT & CHAIN","Height 14""     Width 14""     Depth 10""",$55.00/wk
50025112,Lighting & Candles,"Lighting, Hanging","Lighting, Hanging","INDUSTRIAL, VINTAGE HOLOPHANE, 12"" RIBBED GLASS SHADE / REFLECTOR, BLACK CEILING MOUNT & CHAIN","Height 11""     Width 12""     Depth 12""",$100.00/wk
50025115,Lighting & Candles,"Lighting, Hanging","Lighting, Hanging","INDUSTRIAL, VINTAGE HOLOPHANE, 14"" RIBBED GLASS SHADE / REFLECTOR, BRASS (AGED) CEILING MOUNT & CHAIN","Height 13""     Width 14""     Depth 14""",$100.00/wk
50025119,Lighting & Candles,"Lighting, Hanging","Lighting, Hanging","SCHOOLHOUSE PENDANT LAMP W/GOLD STRIPE, BRUSHED CEILING MOUNT & CHAIN","Height 12""     Width 12""     Depth 10""",$55.00/wk
50025128,Lighting & Candles,"Lighting, Hanging","Lighting, Hanging","INDUSTRIAL, VINTAGE HOLOPHANE, 13"" RIBBED GLASS SHADE / REFLECTOR, BRASS CEILING MOUNT & CHAIN","Height 13""     Width 13""     Depth 13""",$100.00/wk
50025129,Lighting & Candles,"Lighting, Hanging","Lighting, Hanging","INDUSTRIAL, VINTAGE, FLARED ROUND GLASS GLOBE W/ART DECO LINES, BRONZE COLOURED CEILING MOUNT & CHAIN","Height 11""     Width 11""     Depth 11""",$100.00/wk
50024508,Lighting & Candles,"Lighting, Industrial","Lighting, Industrial","INDUSTRIAL, VINTAGE, HEAVY DUTY 14"" CHINA HAT SHADE / REFLECTOR W/VAPOR PROOF JAM JAR GLOBE W/GLASS COVER, W/CORD, AGED","Height 11""     Width 14""     Depth 14""",$100.00/wk
50031369,Lighting & Candles,"Lighting, Industrial","Lighting, Industrial","HANGING, VINTAGE, HEAVY DUTY FLUORESCENT W/MESH GUARD - (Mismatched Set - Condition & Colour May Be Slightly Different On All)","Height 6""     Width 48""     Depth 13""",$135.00/wk
50031375,Lighting & Candles,"Lighting, Industrial","Lighting, Industrial","HANGING, VINTAGE, HEAVY DUTY FLUORESCENT W/ROUGH MESH GUARD - (Mismatched Set - Condition & Colour May Be Slightly Different On All)","Height 8""     Width 50""     Depth 16""",$135.00/wk
50042089,Lighting & Candles,"Lighting, Industrial","Lighting, Industrial","INDUSTRIAL, CAGED LIGHT ON RECTANGULAR WALLMOUNT BOX - Condition Not Identical On All","Height 18""     Width 5""     Depth 10.5""",$65.00/wk
50042255,Lighting & Candles,"Lighting, Industrial","Lighting, Industrial","HANGING, GLASS GLOBE W/METAL CAGE, PLASTIC SHADE, ""CROUSE HINDS MODEL LU 70""","Height 14""     Width 17""     Depth 17""",$100.00/wk
50055263,Lighting & Candles,"Lighting, Industrial","Lighting, Industrial","VINTAGE INDUSTRIAL, SCISSOR ARM EXTENDS, HEAVY DUTY, AGED, CORD CUT","Height 26""     Width 24-41""     Depth 7""",$68.00/wk
50059865,Lighting & Candles,"Lighting, Industrial","Lighting, Industrial","VINTAGE INDUSTRIAL, SCISSOR ARM EXTENDS, HEAVY DUTY, AGED","Height 26""     Width 24-41""     Depth 7""",$68.00/wk
60002375,Lighting & Candles,"Lighting, Industrial","Lighting, Industrial",VINTAGE INDUSTRIAL HANGING WAREHOUSE STYLE PENDANT LIGHT - Condition Not Identical On All,"Height 25""     Width 25.5""",$150.00/wk
60002388,Lighting & Candles,"Lighting, Industrial","Lighting, Industrial","VINTAGE INDUSTRIAL HANGING WAREHOUSE STYLE PENDANT LIGHT, GREEN CEILING MOUNT - Condition Not Identical On All","Height 28""     Width 16""",$125.00/wk
60002390,Lighting & Candles,"Lighting, Industrial","Lighting, Industrial",VINTAGE INDUSTRIAL HANGING WAREHOUSE STYLE PENDANT LIGHT - Condition Not Identical On All,"Height 23""     Width 21.5""",$125.00/wk
114237,Lighting & Candles,"Lighting, Lamp","Lighting, Lamp","TABLE LAMP BASE ONLY, TRIPOD ANTLER STAND, RUSTIC, ""WYOMING"" - Shade Not Included","Height 9""     Width 6""     Depth 7.5""",$30.00/wk
114240,Lighting & Candles,"Lighting, Lamp","Lighting, Lamp","TABLE LAMP BASE, FLOWER BASE, ORNATE STAND W/RED FLOWERS, LEAVES, GREEK KEY SHAPES - Shade Not Included","Height 13.5""     Width 6""     Depth 4""",$40.00/wk
114249,Lighting & Candles,"Lighting, Lamp","Lighting, Lamp","DESK,""LUXO"" SWING ARM","Height 30""     Width 7.5""",$20.00/wk
114272,Lighting & Candles,"Lighting, Lamp","Lighting, Lamp","DESK, DOME SHADE W/ROUND BASE","Height 15""     Width 7""     Depth 7""",$40.00/wk
114566,Lighting & Candles,"Lighting, Lamp","Lighting, Lamp","DESK, SWING ARM, ROUNDED","Height 24""     Width 4""",$38.00/wk
117143,Lighting & Candles,"Lighting, Lamp","Lighting, Lamp","TABLE LAMP BASE, GNARLED TREE BRANCH - Shade Not Included","Height 17""     Width 19.5""     Depth 15.5""",$32.00/wk
117229,Lighting & Candles,"Lighting, Lamp","Lighting, Lamp","DESK, SILVER GOOSENECK, CYLINDRICAL SHADE","Height 13""     Width 10""     Depth 5""",$32.00/wk
117246,Lighting & Candles,"Lighting, Lamp","Lighting, Lamp","ANTIQUE, DESK, GOOSENECK, ORNATE ROUND BASE","Height 12""     Width 5.5""     Depth 5.5""",$32.00/wk
117263,Lighting & Candles,"Lighting, Lamp","Lighting, Lamp","DESK,""LUXO"" SWING ARM","Height 30""     Width 6.5""",$20.00/wk
117271,Lighting & Candles,"Lighting, Lamp","Lighting, Lamp","DESK, ""LUXO"" SWING ARM W/MAGNIFYING GLASS","Height 30""     Width 12""     Depth 8.5""",$40.00/wk
50022326,Lighting & Candles,"Lighting, Lamp Shade","Lighting, Lamp Shade","TABLE LAMP SHADE (BASE SEPARATE), VINTAGE, FLOWERS, EMBROIDERED TRIM, AGED, RIPS","Height 6""     Width 7""     Depth 7""",$12.00/wk
50022327,Lighting & Candles,"Lighting, Lamp Shade","Lighting, Lamp Shade","TABLE LAMP SHADE ONLY, WOVEN WOOD SLATS, LIGHT & DARK BROWN","Height 7""     Width 10""     Depth 10""",$26.00/wk
50022328,Lighting & Candles,"Lighting, Lamp Shade","Lighting, Lamp Shade","TABLE LAMP SHADE (BASE SEPARATE), SCRIBBLES & ZIGZAGS IN PRIMARY COLOURS, 1980s, RETRO","Height 7.5""     Width 11""     Depth 11""",$14.00/wk
50022331,Lighting & Candles,"Lighting, Lamp Shade","Lighting, Lamp Shade","TABLE LAMP SHADE, VINTAGE, MIDCENTURY MODERN, SWIRLY THREADS, WRAPPED EDGE","Height 7.5""     Width 17""     Depth 17""",$30.00/wk
50022333,Lighting & Candles,"Lighting, Lamp Shade","Lighting, Lamp Shade","TABLE LAMP SHADE, STRETCHED ANIMAL SKIN, WRAPPED EDGE & SEAM, AGED, RIPPED","Height 11""     Width 15""     Depth 15""",$30.00/wk
